Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
RP11-27I1.4	ENSG00000214654.6	2.670	0.430	1.360	1.73e-117
ZBED1	ENSG00000214717.9	29.070	9.750	1.484	2.06e-156
NPIPA8	ENSG00000214940.8	0.825	2.780	-1.051	1.22e-6
PHB2	ENSG00000215021.8	159.453	65.041	1.281	1.29e-146
TTC3P1	ENSG00000215105.4	4.225	1.590	1.013	2.44e-42
UBE2QL1	ENSG00000215218.3	6.220	34.279	-2.289	1.68e-72
GOLGA8B	ENSG00000215252.11	18.030	44.860	-1.269	2.07e-31
HOMEZ	ENSG00000215271.7	6.035	2.480	1.015	1.26e-141
MIR99AHG	ENSG00000215386.10	23.960	8.240	1.434	3.94e-114
RPL17-C18orf32	ENSG00000215472.9	31.790	6.070	2.214	1.53e-137
HMX1	ENSG00000215612.6	6.260	0.510	2.265	1.32e-93
TNFRSF25	ENSG00000215788.9	3.600	44.439	-3.304	6.31e-195
TSTD1	ENSG00000215845.10	4.795	29.970	-2.418	3.14e-55
IFI30	ENSG00000216490.3	23.275	2.670	2.726	2.92e-80
RP1-152L7.5	ENSG00000216775.2	4.545	1.580	1.104	3.74e-75
LY86-AS1	ENSG00000216863.9	0.230	7.710	-2.824	1.32e-111
RPS2P55	ENSG00000216866.5	3.045	0.120	1.853	2.15e-213
SP9	ENSG00000217236.1	0.160	1.600	-1.164	9.72e-78
RP11-204C16.4	ENSG00000217624.2	1.470	0.150	1.103	4.58e-94
PTGES3P2	ENSG00000217643.1	0.300	2.760	-1.532	1.08e-105
RP11-465B22.3	ENSG00000217801.9	0.745	6.630	-2.128	1.24e-151
RP11-889L3.1	ENSG00000218227.3	2.150	17.390	-2.546	3.38e-237
TENM3	ENSG00000218336.7	0.740	2.920	-1.172	3.97e-23
PP14571	ENSG00000218416.4	0.290	1.820	-1.128	3.80e-134
RP11-475C16.1	ENSG00000218426.5	20.396	6.060	1.600	1.83e-78
RP11-181C21.4	ENSG00000219201.4	2.120	0.360	1.198	5.38e-80
FTH1P8	ENSG00000219507.4	11.485	2.830	1.705	1.76e-160
UMAD1	ENSG00000219545.9	19.295	8.680	1.068	6.67e-86
RP11-40C6.2	ENSG00000219928.2	580.056	0.000	9.183	0.00e+0
HTR5A-AS1	ENSG00000220575.7	0.150	5.350	-2.465	3.68e-114
RP11-572P18.1	ENSG00000220842.6	795.186	321.594	1.303	2.86e-94
PPP3R1	ENSG00000221823.10	37.980	79.197	-1.041	1.59e-33
NPTXR	ENSG00000221890.2	34.886	84.653	-1.255	1.42e-22
ZNF880	ENSG00000221923.8	9.675	4.120	1.060	2.21e-92
TRIM16	ENSG00000221926.11	16.565	7.180	1.103	2.10e-123
FXYD7	ENSG00000221946.7	20.281	238.128	-3.490	2.51e-91
UBA52	ENSG00000221983.7	864.126	364.682	1.242	1.48e-124
MYBPHL	ENSG00000221986.6	0.550	2.520	-1.183	7.65e-71
RP11-66D17.5	ENSG00000223356.1	0.460	2.160	-1.114	3.30e-92
MEG9	ENSG00000223403.3	0.460	5.390	-2.130	5.33e-189
TCAF1P1	ENSG00000223459.5	2.690	0.600	1.206	6.40e-50
ZNF844	ENSG00000223547.9	4.875	1.300	1.353	2.42e-136
RP11-289I10.2	ENSG00000223612.3	11.055	1.640	2.191	1.36e-139
RP11-54O7.3	ENSG00000223764.2	2.430	0.300	1.400	2.55e-73
RP11-197K6.1	ENSG00000223812.5	0.100	7.570	-2.962	1.04e-213
HLA-DPB1	ENSG00000223865.10	57.209	10.440	2.347	4.00e-76
SNHG14	ENSG00000224078.12	51.055	103.701	-1.008	1.35e-60
RPS24P8	ENSG00000224094.1	1.470	0.170	1.078	1.25e-103
UBE2SP2	ENSG00000224126.2	4.770	0.230	2.230	3.95e-176
HAGLR	ENSG00000224189.6	2.510	0.580	1.152	1.76e-31
RP11-574K11.5	ENSG00000224195.1	1.005	3.470	-1.157	9.66e-68
RP11-262I2.2	ENSG00000224222.1	0.160	1.350	-1.019	1.08e-112
RP11-344B5.2	ENSG00000224307.1	2.180	0.150	1.467	4.83e-106
HNRNPA1P48	ENSG00000224578.4	23.255	5.800	1.835	1.46e-171
RP5-884C9.2	ENSG00000224592.5	0.370	2.110	-1.183	6.78e-84
RP11-51O6.1	ENSG00000224631.4	35.819	7.540	2.108	3.88e-191
NPIPA3	ENSG00000224712.10	5.370	12.510	-1.085	6.56e-43
GCSHP5	ENSG00000224837.1	54.334	23.650	1.167	7.08e-84
RP11-535M15.1	ENSG00000224848.1	0.610	2.220	-1.000	3.73e-54
YBX1P1	ENSG00000224861.1	2.940	0.530	1.365	7.89e-110
RPL23AP2	ENSG00000225067.4	1.970	0.330	1.159	1.41e-120
ZBTB45P1	ENSG00000225108.1	0.170	3.390	-1.908	1.25e-67
LL0XNC01-16G2.1	ENSG00000225110.2	0.180	3.650	-1.978	9.52e-86
LINC00237	ENSG00000225127.2	11.035	0.900	2.663	5.98e-133
RP11-809C18.3	ENSG00000225140.1	0.840	2.750	-1.027	6.46e-28
LINC00092	ENSG00000225194.2	1.290	5.380	-1.478	9.90e-46
RFPL1S	ENSG00000225465.8	2.200	13.890	-2.218	1.25e-66
RP11-120J1.1	ENSG00000225472.1	10.005	2.770	1.546	6.89e-86
RP11-527D7.1	ENSG00000225554.1	1.925	10.400	-1.963	9.16e-80
RPL35P5	ENSG00000225573.4	5.015	0.930	1.640	1.03e-144
MTND2P28	ENSG00000225630.1	303.246	888.975	-1.549	7.67e-41
FGD5-AS1	ENSG00000225733.5	89.650	40.731	1.119	4.14e-96
SNHG23	ENSG00000225746.8	0.800	5.050	-1.749	5.46e-114
MIAT	ENSG00000225783.6	8.320	77.702	-3.078	4.84e-110
TRAM2-AS1	ENSG00000225791.6	13.080	4.790	1.282	5.11e-143
SATB2-AS1	ENSG00000225953.2	0.505	2.040	-1.014	3.57e-53
MTND1P23	ENSG00000225972.1	10.800	29.949	-1.391	7.93e-22
PIGBOS1	ENSG00000225973.3	15.370	6.820	1.066	1.84e-144
HAR1A	ENSG00000225978.3	1.330	8.810	-2.074	1.40e-107
UBXN10-AS1	ENSG00000225986.1	0.555	3.360	-1.487	8.24e-53
RP4-706A16.3	ENSG00000226084.5	31.675	7.420	1.956	1.72e-159
GTF2H2B	ENSG00000226259.10	7.145	2.900	1.062	3.27e-72
RP11-61N20.3	ENSG00000226268.3	11.385	2.770	1.716	3.49e-114
TMEM191A	ENSG00000226287.7	1.150	16.750	-3.045	1.79e-178
RP11-31F19.1	ENSG00000226403.1	8.080	1.720	1.739	2.37e-71
RP13-401N8.1	ENSG00000226465.1	0.390	2.020	-1.119	2.94e-87
FTH1P20	ENSG00000226564.1	11.170	2.950	1.623	2.79e-129
ENTPD1-AS1	ENSG00000226688.6	3.685	1.130	1.137	1.01e-106
PABPC1L2B-AS1	ENSG00000226725.2	0.110	4.480	-2.304	4.77e-205
TBCAP1	ENSG00000226781.1	2.230	0.000	1.692	1.70e-120
RP11-402P6.13	ENSG00000226870.2	0.000	1.440	-1.287	1.04e-76
RHEBP2	ENSG00000226964.1	4.070	0.920	1.401	2.34e-106
RP3-417G15.1	ENSG00000227008.2	4.295	1.250	1.235	1.89e-71
SLC8A1-AS1	ENSG00000227028.6	4.365	0.040	2.367	2.15e-137
LINC00511	ENSG00000227036.6	54.159	7.680	2.668	2.78e-199
RP11-395B7.4	ENSG00000227053.1	1.220	7.840	-1.993	4.24e-81
RP11-543P15.1	ENSG00000227081.5	9.590	3.210	1.331	5.38e-43
RPS28P7	ENSG00000227097.5	869.474	109.941	2.972	1.82e-288
ST7-AS1	ENSG00000227199.1	4.750	0.730	1.733	4.54e-152
RP11-258C19.4	ENSG00000227329.2	1.195	0.000	1.134	5.80e-8
SCAMP4	ENSG00000227500.9	58.746	23.350	1.295	4.12e-150
LINC01268	ENSG00000227502.2	2.745	0.350	1.472	4.70e-83
RP1-101K10.6	ENSG00000227627.1	2.450	0.000	1.787	2.81e-103
SOX21-AS1	ENSG00000227640.2	8.345	2.210	1.542	7.18e-137
RP11-552D4.1	ENSG00000228058.1	11.400	1.250	2.462	2.90e-80
RP11-452F19.3	ENSG00000228106.5	11.105	2.020	2.003	2.66e-161
RNF144A-AS1	ENSG00000228203.6	0.380	8.700	-2.813	6.53e-140
LINC00693	ENSG00000228214.6	10.000	2.140	1.809	4.26e-124
MT-ATP8	ENSG00000228253.1	21837.952	62246.279	-1.511	1.81e-55
GUSBP11	ENSG00000228315.11	8.060	18.360	-1.095	6.00e-60
OST4	ENSG00000228474.5	225.548	96.382	1.218	3.00e-147
RP1-241P17.4	ENSG00000228532.4	31.845	1.780	3.563	7.97e-119
GS1-519E5.1	ENSG00000228543.1	0.010	1.020	-1.000	8.82e-150
SPCS2P4	ENSG00000228589.3	43.826	9.630	2.076	5.17e-204
ZNF883	ENSG00000228623.3	6.815	2.470	1.171	1.56e-95
FCF1P2	ENSG00000228638.1	10.815	4.010	1.238	2.47e-153
WEE2-AS1	ENSG00000228775.7	4.505	1.060	1.418	4.26e-125
FAM207BP	ENSG00000228797.2	1.340	0.130	1.050	1.05e-154
RP11-110G21.1	ENSG00000228801.5	6.115	1.850	1.320	6.77e-151
LAMA5-AS1	ENSG00000228812.7	1.950	0.400	1.075	5.64e-74
RP4-781K5.2	ENSG00000228830.1	26.525	4.080	2.438	4.49e-169
RP11-286B14.1	ENSG00000228971.2	0.435	8.770	-2.767	4.50e-79
HMGN1P37	ENSG00000229237.2	2.835	0.000	1.939	2.74e-195
RP11-104G3.2	ENSG00000229273.1	4.210	1.020	1.367	2.15e-86
HLA-DRB6	ENSG00000229391.7	3.245	0.190	1.835	1.12e-67
RP11-274B21.12	ENSG00000229413.2	9.325	3.820	1.099	1.33e-52
RP11-262H14.5	ENSG00000229422.1	5.800	1.380	1.515	1.47e-51
RPL4P4	ENSG00000229638.1	6.275	1.900	1.327	6.04e-89
RP11-159G9.5	ENSG00000229729.6	2.915	0.860	1.074	1.12e-62
TFAP2A-AS1	ENSG00000229950.1	1.995	0.060	1.498	2.39e-91
RP11-284F21.7	ENSG00000229953.1	7.345	1.710	1.623	1.61e-60
TMSB4XP6	ENSG00000230043.1	0.000	8.540	-3.254	8.44e-4
RP4-613B23.1	ENSG00000230084.5	11.135	3.760	1.350	1.14e-81
RP4-737E23.2	ENSG00000230387.2	0.010	1.510	-1.313	2.25e-152
TCEA1P2	ENSG00000230409.3	7.840	0.570	2.493	5.35e-144
RP1-43E13.2	ENSG00000230424.1	3.880	1.310	1.079	2.47e-71
LIMD1-AS1	ENSG00000230530.1	5.210	2.060	1.021	3.30e-55
RP5-1198O20.4	ENSG00000230615.6	9.310	2.650	1.498	1.81e-106
FOXD3-AS1	ENSG00000230798.5	1.375	0.000	1.248	2.03e-46
RP3-525N10.2	ENSG00000230910.2	24.969	66.371	-1.375	6.46e-60
HSBP1	ENSG00000230989.6	123.104	42.241	1.521	3.81e-198
RP11-263K19.4	ENSG00000231064.5	61.150	20.060	1.561	5.60e-82
HAR1B	ENSG00000231133.6	0.710	3.400	-1.364	5.42e-75
HLA-DPA1	ENSG00000231389.7	61.731	8.540	2.717	5.36e-85
LINC00689	ENSG00000231419.6	7.415	0.300	2.694	7.01e-65
WASIR2	ENSG00000231439.4	0.130	1.890	-1.355	1.87e-131
RPS18	ENSG00000231500.6	1956.486	675.072	1.534	2.93e-126
RP11-229P13.23	ENSG00000231864.2	3.310	0.000	2.108	1.18e-68
TRAF3IP2-AS1	ENSG00000231889.7	25.505	9.420	1.347	5.02e-127
LSM12P1	ENSG00000232024.2	10.850	2.680	1.687	1.63e-95
LINC01063	ENSG00000232065.1	2.810	0.770	1.106	1.40e-85
FTH1P7	ENSG00000232187.1	25.514	4.580	2.248	2.50e-200
LINC00202-1	ENSG00000232224.5	0.365	7.440	-2.628	3.60e-274
RP11-573D15.2	ENSG00000232233.1	0.250	2.230	-1.370	1.57e-220
RP11-234K24.3	ENSG00000232406.6	0.265	3.090	-1.693	1.23e-158
RP11-14N7.2	ENSG00000232527.7	8.110	43.570	-2.291	5.93e-111
LINC01549	ENSG00000232560.6	2.135	0.340	1.226	4.92e-59
RPL3P4	ENSG00000232573.1	40.335	14.150	1.448	9.27e-50
IDI2-AS1	ENSG00000232656.7	1.015	4.740	-1.510	5.43e-95
GAPDHP74	ENSG00000232780.2	0.000	1.580	-1.367	6.38e-210
RP11-324O2.3	ENSG00000232934.7	0.650	2.480	-1.077	1.19e-140
RP11-1212A22.4	ENSG00000233024.7	96.844	281.384	-1.529	2.12e-86
LINC01007	ENSG00000233123.1	0.020	14.690	-3.943	2.83e-149
GPX1	ENSG00000233276.3	313.886	118.882	1.393	1.26e-109
STXBP5-AS1	ENSG00000233452.6	0.870	7.500	-2.184	4.92e-129
RP1-269M15.3	ENSG00000233508.2	0.470	5.940	-2.239	2.47e-106
LINC00460	ENSG00000233532.5	0.120	2.680	-1.716	9.18e-102
RP4-665J23.1	ENSG00000233593.6	2.060	14.300	-2.322	1.26e-117
LINC01158	ENSG00000233639.5	57.199	23.779	1.232	3.06e-75
SLC26A4-AS1	ENSG00000233705.6	1.365	22.659	-3.323	4.42e-108
RP11-535M15.2	ENSG00000233820.2	0.140	2.230	-1.503	1.16e-219
KRTAP5-AS1	ENSG00000233930.3	0.490	3.250	-1.512	1.53e-67
RP5-1177M21.1	ENSG00000234104.1	3.975	0.120	2.151	2.44e-72
TRIM26	ENSG00000234127.8	24.300	11.450	1.023	1.64e-115
RP11-613M10.6	ENSG00000234160.1	4.535	1.490	1.152	6.80e-94
RP11-761N21.2	ENSG00000234287.1	13.490	4.130	1.498	9.83e-50
JAZF1-AS1	ENSG00000234336.6	0.355	3.120	-1.604	4.47e-133
RP11-561O23.5	ENSG00000234394.8	0.060	1.310	-1.124	2.76e-118
HMGN2P5	ENSG00000234664.1	75.235	18.680	1.954	9.64e-158
GAS5	ENSG00000234741.7	216.226	104.270	1.045	4.80e-59
HLA-B	ENSG00000234745.9	318.245	81.792	1.947	3.30e-90
RPS3AP6	ENSG00000234797.5	27.025	6.990	1.810	1.69e-119
RPL23AP42	ENSG00000234851.4	1032.373	289.014	1.833	4.47e-189
HNRNPUL2-BSCL2	ENSG00000234857.2	25.280	5.340	2.051	8.72e-66
SOX9-AS1	ENSG00000234899.9	16.315	7.420	1.040	2.52e-60
FABP5P7	ENSG00000234964.4	8.830	25.660	-1.439	6.14e-23
SHISA8	ENSG00000234965.2	0.280	1.650	-1.050	6.21e-83
TECRP1	ENSG00000235043.3	9.225	3.020	1.347	4.85e-91
SUMO1P3	ENSG00000235082.2	3.745	1.070	1.197	4.99e-66
RPL39P3	ENSG00000235174.1	375.403	80.509	2.207	4.02e-92
PPP1R3E	ENSG00000235194.8	14.815	34.770	-1.177	1.55e-80
SUMO2P1	ENSG00000235238.1	4.690	0.840	1.629	2.94e-50
FAM103A2P	ENSG00000235272.1	5.105	1.420	1.335	2.74e-41
RP11-70C1.3	ENSG00000235288.3	3.850	0.220	1.991	8.77e-35
LINC00957	ENSG00000235314.1	2.320	17.859	-2.506	6.41e-122
RP11-282O18.3	ENSG00000235423.8	4.370	1.140	1.327	4.77e-125
TRAPPC13P1	ENSG00000235447.2	1.745	0.240	1.146	2.14e-91
RPL6P27	ENSG00000235552.4	18.985	4.870	1.767	9.82e-119
NFAM1	ENSG00000235568.6	1.560	0.260	1.023	2.07e-78
NUS1P1	ENSG00000235636.1	2.170	0.350	1.232	1.10e-112
H3F3AP4	ENSG00000235655.3	239.834	39.129	2.585	3.78e-152
SAPCD1-AS1	ENSG00000235663.1	1.350	3.810	-1.033	5.88e-40
HMGN1P36	ENSG00000235734.4	1.580	0.000	1.367	1.53e-140
OLMALINC	ENSG00000235823.1	6.450	2.710	1.006	1.77e-66
RP1-159A19.3	ENSG00000235912.1	1.180	4.680	-1.382	8.16e-58
PNMA6A	ENSG00000235961.5	9.350	31.241	-1.639	1.78e-49
RP11-215A21.2	ENSG00000236058.3	2.700	0.100	1.750	4.69e-195
HSPB1P1	ENSG00000236060.2	2.005	0.000	1.587	4.98e-65
RP6-191P20.4	ENSG00000236064.1	0.040	1.170	-1.061	9.46e-129
TRHDE-AS1	ENSG00000236333.3	0.545	4.440	-1.816	5.81e-99
RP11-175B9.3	ENSG00000236439.4	1.605	5.060	-1.218	2.63e-60
RPL13AP5	ENSG00000236552.2	101.356	19.870	2.294	5.44e-167
PITPNA-AS1	ENSG00000236618.2	21.050	5.480	1.767	2.53e-193
RP11-85O21.2	ENSG00000236668.2	0.180	2.200	-1.439	6.01e-155
MKLN1-AS	ENSG00000236753.5	3.440	1.150	1.046	8.47e-109
MIR600HG	ENSG00000236901.4	2.970	11.550	-1.660	3.39e-92
LINC01378	ENSG00000236922.9	0.020	1.190	-1.102	2.14e-121
ZEB1-AS1	ENSG00000237036.4	9.845	3.230	1.358	1.71e-134
LINC01351	ENSG00000237457.6	11.205	4.230	1.223	3.05e-41
XXbac-B135H6.15	ENSG00000237476.1	0.580	3.060	-1.362	1.60e-149
UBE2Q2P6	ENSG00000237550.5	946.985	375.299	1.333	4.60e-48
GCSHP3	ENSG00000237580.1	4.030	1.490	1.014	2.82e-26
KIFC1	ENSG00000237649.7	3.235	0.130	1.906	1.04e-81
RP11-624M8.1	ENSG00000237742.6	3.785	0.550	1.626	5.07e-82
RP11-472N13.3	ENSG00000237797.1	3.715	1.090	1.174	2.82e-64
LINC00674	ENSG00000237854.3	3.860	1.200	1.143	1.42e-45
NFIA-AS2	ENSG00000237928.5	6.870	0.330	2.565	1.04e-116
LINC00844	ENSG00000237949.1	135.598	39.631	1.749	4.46e-40
RP11-126K1.6	ENSG00000237976.1	8.605	1.430	1.983	7.55e-185
RPL35P1	ENSG00000237991.3	2.115	0.280	1.283	7.43e-111
RP11-245J24.1	ENSG00000238276.5	0.890	3.190	-1.149	3.09e-30
NCK1-AS1	ENSG00000239213.5	4.900	0.610	1.874	5.22e-207
RP11-464D20.2	ENSG00000239246.3	4.480	0.220	2.167	4.62e-211
TXNDC5	ENSG00000239264.8	22.660	7.100	1.546	5.33e-113
RP11-384F7.2	ENSG00000239268.2	9.235	3.480	1.192	5.55e-58
GATSL3	ENSG00000239282.7	23.535	8.700	1.339	2.87e-70
RPL7P38	ENSG00000239473.1	2.455	0.380	1.324	3.59e-97
PRKAG2-AS1	ENSG00000239911.2	4.345	18.439	-1.863	6.53e-91
LILRA4	ENSG00000239961.2	2.205	0.310	1.291	2.66e-48
LILRA2	ENSG00000239998.5	4.590	0.620	1.787	5.21e-88
PSMB9	ENSG00000240065.7	32.175	6.310	2.182	3.24e-116
PCDHGC3	ENSG00000240184.6	612.429	162.781	1.905	1.07e-158
SMKR1	ENSG00000240204.2	3.965	9.000	-1.010	1.31e-31
RP11-379F4.4	ENSG00000240207.6	0.770	8.840	-2.475	7.44e-125
FAR2P3	ENSG00000240253.5	0.450	3.720	-1.703	1.20e-69
MTATP8P1	ENSG00000240409.1	2.650	0.000	1.868	7.71e-40
FOXO3B	ENSG00000240445.3	1.620	0.230	1.091	1.66e-91
ISY1	ENSG00000240682.9	23.950	9.060	1.310	5.62e-192
YAE1D1	ENSG00000241127.7	25.450	12.160	1.007	5.24e-114
SNAPC5P1	ENSG00000241216.1	0.000	2.010	-1.590	1.08e-61
RPL36A	ENSG00000241343.9	1056.552	424.787	1.313	6.45e-78
PDXP	ENSG00000241360.1	44.140	206.299	-2.199	4.14e-96
RPL37P6	ENSG00000241431.1	1.200	0.000	1.137	4.48e-112
IDS	ENSG00000241489.7	0.530	2.500	-1.194	2.27e-61
PSMC1P1	ENSG00000241506.1	23.000	7.000	1.585	3.08e-147
PAQR9-AS1	ENSG00000241570.8	0.900	3.650	-1.291	2.32e-73
RPL7AP30	ENSG00000241741.1	3.730	0.450	1.706	1.70e-198
LINC00893	ENSG00000241769.7	1.105	6.280	-1.790	4.44e-128
HOGA1	ENSG00000241935.8	5.565	1.620	1.325	1.56e-63
PI4KA	ENSG00000241973.10	48.625	165.535	-1.747	3.31e-75
PCDHGC4	ENSG00000242419.5	11.110	2.540	1.774	1.52e-58
HLA-DMB	ENSG00000242574.8	26.065	2.600	2.910	2.50e-120
RP11-1191J2.2	ENSG00000242686.4	1.465	11.810	-2.378	5.23e-83
GLYCTK-AS1	ENSG00000242797.3	2.905	0.120	1.802	2.29e-109
SOX2-OT	ENSG00000242808.7	168.417	36.420	2.179	1.68e-131
STRC	ENSG00000242866.9	0.830	11.530	-2.775	1.50e-219
RP11-408P14.1	ENSG00000243199.1	6.485	1.870	1.383	1.25e-129
STON1	ENSG00000243244.5	9.680	0.610	2.730	1.08e-150
TNFRSF6B	ENSG00000243509.4	1.130	4.690	-1.418	2.00e-30
IL10RB	ENSG00000243646.8	13.115	4.980	1.239	1.09e-125
PLA2G4B	ENSG00000243708.8	4.190	11.070	-1.218	1.62e-54
NPIPB5	ENSG00000243716.10	37.590	112.049	-1.551	2.13e-73
ZMYM6NB	ENSG00000243749.1	11.805	4.680	1.173	4.39e-98
RPL23AP65	ENSG00000243964.1	4.350	0.380	1.955	2.08e-104
TMEM199	ENSG00000244045.10	21.900	8.900	1.210	2.58e-147
IFITM10	ENSG00000244242.1	23.869	10.810	1.074	4.76e-35
RP11-425L10.1	ENSG00000244313.3	31.804	13.310	1.197	7.75e-73
RPL7P23	ENSG00000244363.3	1.350	0.090	1.108	1.02e-91
RP11-466H18.1	ENSG00000244398.1	275.068	119.850	1.192	1.76e-58
RBM12	ENSG00000244462.7	18.800	5.780	1.546	1.34e-136
SEPT14P2	ENSG00000244528.1	1.210	0.000	1.144	8.80e-6
RP11-10G12.1	ENSG00000244538.1	2.840	0.000	1.941	3.20e-187
GABPB1-AS1	ENSG00000244879.4	10.895	4.030	1.242	1.80e-90
RP11-181C3.1	ENSG00000245017.2	1.315	0.080	1.100	1.56e-76
LINC00847	ENSG00000245060.6	24.310	9.170	1.315	1.47e-167
LINC00461	ENSG00000245526.8	61.025	15.550	1.906	2.06e-135
SCAMP1-AS1	ENSG00000245556.2	9.330	3.900	1.076	3.32e-109
LINC01550	ENSG00000246223.8	3.085	0.700	1.265	6.27e-109
RP11-894P9.1	ENSG00000246451.2	1.540	4.500	-1.115	3.35e-71
RGMB-AS1	ENSG00000246763.6	2.860	0.690	1.192	1.80e-104
UBAP1L	ENSG00000246922.8	2.485	9.900	-1.645	8.05e-141
UBL7-AS1	ENSG00000247240.7	2.395	0.580	1.103	2.79e-192
ZBED5-AS1	ENSG00000247271.6	13.660	6.100	1.046	4.10e-95
RP11-273G15.2	ENSG00000247317.3	1.195	6.130	-1.700	3.13e-89
RP11-629G13.1	ENSG00000247416.2	2.685	0.590	1.213	9.89e-134
MTND4P12	ENSG00000247627.2	43.782	0.590	4.816	4.78e-51
PCED1B-AS1	ENSG00000247774.6	14.950	2.090	2.368	1.60e-110
FOXD1-AS1	ENSG00000247993.2	4.680	1.350	1.273	8.15e-32
UBA6-AS1	ENSG00000248049.6	8.990	3.650	1.103	1.92e-119
NNT-AS1	ENSG00000248092.7	17.845	6.600	1.310	6.89e-134
RP11-231C18.1	ENSG00000248184.1	21.670	0.920	3.562	1.62e-102
TRIM52-AS1	ENSG00000248275.1	27.420	10.860	1.261	5.90e-130
LINC01197	ENSG00000248441.6	0.495	2.890	-1.380	4.26e-87
RP11-321E2.3	ENSG00000248455.5	0.385	15.790	-3.600	2.01e-179
RP11-826N14.2	ENSG00000248469.1	0.185	4.740	-2.276	6.90e-156
PCP4L1	ENSG00000248485.1	2.615	25.479	-2.873	1.41e-71
MTATP6P1	ENSG00000248527.1	2149.446	5534.356	-1.364	8.62e-53
GDNF-AS1	ENSG00000248587.6	3.695	0.580	1.571	1.11e-58
OXCT1-AS1	ENSG00000248668.2	5.005	1.210	1.442	4.20e-135
HAS2-AS1	ENSG00000248690.6	2.700	0.220	1.601	1.15e-122
RP1-130H16.18	ENSG00000248751.6	2.195	0.560	1.034	3.28e-71
LINC01574	ENSG00000248859.2	0.090	2.720	-1.771	1.96e-199
FMN1	ENSG00000248905.8	0.545	2.270	-1.082	1.93e-70
RP11-319G6.1	ENSG00000248932.5	4.135	1.430	1.079	6.62e-124
RP11-1026M7.2	ENSG00000249109.1	0.080	2.690	-1.773	1.46e-119
LINC01088	ENSG00000249307.5	56.986	1.180	4.733	1.08e-124
NPM1P27	ENSG00000249353.2	9.095	2.010	1.746	2.08e-147
RP11-298J20.4	ENSG00000249456.1	3.695	1.060	1.188	7.34e-59
ZNF286B	ENSG00000249459.8	2.915	0.900	1.043	4.25e-98
LINC01234	ENSG00000249550.6	0.540	2.120	-1.019	4.97e-25
ECSCR	ENSG00000249751.3	6.045	1.790	1.336	1.35e-46
RP11-133F8.2	ENSG00000249776.5	1.330	0.110	1.070	2.01e-46
RP11-586D19.1	ENSG00000249896.1	0.240	2.250	-1.390	6.67e-98
RAC1P2	ENSG00000249936.3	8.075	2.510	1.370	4.75e-71
RP11-454P21.1	ENSG00000249937.5	0.160	1.640	-1.186	3.17e-78
RP11-256P1.1	ENSG00000249971.1	0.340	6.060	-2.398	2.94e-16
LINC01018	ENSG00000250056.5	0.375	2.420	-1.315	1.51e-77
YJEFN3	ENSG00000250067.11	8.165	84.010	-3.213	2.53e-142
RP13-401N8.3	ENSG00000250090.1	8.085	2.970	1.194	1.46e-50
PSMC1P5	ENSG00000250273.1	17.840	38.350	-1.063	1.58e-14
MRPS31P4	ENSG00000250299.5	5.325	2.080	1.038	5.82e-66
KIAA1456	ENSG00000250305.8	1.700	4.840	-1.113	1.54e-30
TUNAR	ENSG00000250366.2	0.840	10.520	-2.646	3.29e-92
LRRC37BP1	ENSG00000250462.8	13.120	4.640	1.324	5.39e-154
STK19B	ENSG00000250535.1	1.135	0.000	1.094	1.52e-15
LINC01511	ENSG00000250584.2	0.060	1.490	-1.232	4.38e-77
RP11-295K3.1	ENSG00000250644.2	2.290	0.580	1.058	2.12e-72
RP1-240B8.3	ENSG00000250686.2	0.260	3.320	-1.778	3.19e-175
SEPP1	ENSG00000250722.5	138.918	35.260	1.948	6.51e-68
RP11-834C11.4	ENSG00000250742.1	6.110	0.460	2.284	1.36e-111
ZBED3-AS1	ENSG00000250802.6	5.600	1.720	1.279	5.95e-111
SHANK3	ENSG00000251322.7	8.325	47.130	-2.368	1.29e-134
LINC00499	ENSG00000251372.5	0.290	3.100	-1.668	2.25e-55
RP11-597D13.7	ENSG00000251429.1	0.985	3.590	-1.209	1.29e-31
LINC01094	ENSG00000251442.5	20.930	1.830	2.954	2.32e-126
RASGRF2-AS1	ENSG00000251450.1	0.250	2.700	-1.566	7.81e-149
FOXD1	ENSG00000251493.3	4.130	0.720	1.577	1.07e-48
MALAT1	ENSG00000251562.7	60.505	128.177	-1.071	1.32e-42
RP11-326C3.11	ENSG00000251661.3	6.655	1.570	1.575	9.54e-75
RNA5SP216	ENSG00000251920.1	0.000	57.110	-5.861	7.82e-121
RP11-281O15.7	ENSG00000253144.1	7.945	2.440	1.379	1.20e-130
LINC00599	ENSG00000253230.6	5.625	94.759	-3.853	5.10e-149
TUG1	ENSG00000253352.8	49.729	21.259	1.188	7.22e-90
TRNP1	ENSG00000253368.3	9.135	28.829	-1.557	6.09e-51
RNF5P1	ENSG00000253570.1	3.685	1.220	1.077	1.77e-27
ZFHX4-AS1	ENSG00000253661.1	5.735	2.160	1.092	5.54e-48
LINC01604	ENSG00000253716.5	26.415	8.920	1.467	1.44e-121
PRKDC	ENSG00000253729.7	53.975	25.740	1.040	7.38e-83
RP11-439C15.4	ENSG00000253764.1	3.940	11.270	-1.312	3.84e-26
UTP14C	ENSG00000253797.2	10.515	3.750	1.278	3.19e-109
RP11-1415C14.3	ENSG00000253816.3	13.865	4.820	1.353	3.36e-57
